,fips,stateabb,sedacountyname,subject,grade,year,variable,gcs_value,student_category,clean_student_category
735,6,CA,Del Norte County,mth,7,2018,gcs_mn_all,5.454714253077109,all,All
742,6,CA,Del Norte County,mth,8,2015,gcs_mn_all,6.541988595654759,all,All
744,6,CA,El Dorado County,mth,3,2009,gcs_mn_all,3.03064647149289,all,All
746,6,CA,El Dorado County,mth,3,2010,gcs_mn_all,2.99163516886038,all,All
748,6,CA,El Dorado County,mth,3,2011,gcs_mn_all,2.927879502548322,all,All
750,6,CA,El Dorado County,mth,3,2012,gcs_mn_all,2.688966793887456,all,All
752,6,CA,El Dorado County,mth,3,2013,gcs_mn_all,2.890847520477984,all,All
754,6,CA,El Dorado County,mth,3,2015,gcs_mn_all,2.903776881691788,all,All
756,6,CA,El Dorado County,mth,3,2016,gcs_mn_all,2.902564215113289,all,All
758,6,CA,El Dorado County,mth,3,2017,gcs_mn_all,2.676672529809887,all,All
760,6,CA,El Dorado County,mth,3,2018,gcs_mn_all,2.646347695734569,all,All
762,6,CA,El Dorado County,mth,4,2009,gcs_mn_all,4.173186392666496,all,All
764,6,CA,El Dorado County,mth,4,2010,gcs_mn_all,3.819240049893951,all,All
766,6,CA,El Dorado County,mth,4,2011,gcs_mn_all,3.639766046585614,all,All
768,6,CA,El Dorado County,mth,4,2012,gcs_mn_all,3.644163521733867,all,All
770,6,CA,El Dorado County,mth,4,2013,gcs_mn_all,3.854565470450269,all,All
772,6,CA,El Dorado County,mth,4,2015,gcs_mn_all,3.968107290421055,all,All
774,6,CA,El Dorado County,mth,4,2016,gcs_mn_all,3.932952509845931,all,All
776,6,CA,El Dorado County,mth,4,2017,gcs_mn_all,3.918860039538573,all,All
778,6,CA,El Dorado County,mth,4,2018,gcs_mn_all,3.962350279699102,all,All
780,6,CA,El Dorado County,mth,5,2009,gcs_mn_all,5.069382267818022,all,All
782,6,CA,El Dorado County,mth,5,2010,gcs_mn_all,4.975469114546594,all,All
784,6,CA,El Dorado County,mth,5,2011,gcs_mn_all,4.571330868711294,all,All
786,6,CA,El Dorado County,mth,5,2012,gcs_mn_all,4.63665894528865,all,All
788,6,CA,El Dorado County,mth,5,2013,gcs_mn_all,4.935028548479592,all,All
790,6,CA,El Dorado County,mth,5,2015,gcs_mn_all,5.076987380943303,all,All
792,6,CA,El Dorado County,mth,5,2016,gcs_mn_all,5.168597907098247,all,All
794,6,CA,El Dorado County,mth,5,2017,gcs_mn_all,5.101231762628794,all,All
796,6,CA,El Dorado County,mth,5,2018,gcs_mn_all,5.218806382370777,all,All
798,6,CA,El Dorado County,mth,6,2009,gcs_mn_all,5.891141382113248,all,All
800,6,CA,El Dorado County,mth,6,2010,gcs_mn_all,6.07157408617189,all,All
802,6,CA,El Dorado County,mth,6,2011,gcs_mn_all,6.00277643686027,all,All
804,6,CA,El Dorado County,mth,6,2012,gcs_mn_all,5.917946214652225,all,All
806,6,CA,El Dorado County,mth,6,2013,gcs_mn_all,6.011859824026706,all,All
808,6,CA,El Dorado County,mth,6,2015,gcs_mn_all,6.37130660387201,all,All
810,6,CA,El Dorado County,mth,6,2016,gcs_mn_all,6.275130256421352,all,All
812,6,CA,El Dorado County,mth,6,2017,gcs_mn_all,6.369861131273265,all,All
814,6,CA,El Dorado County,mth,6,2018,gcs_mn_all,6.255157418088861,all,All
821,6,CA,El Dorado County,mth,7,2015,gcs_mn_all,7.711939532284644,all,All
823,6,CA,El Dorado County,mth,7,2016,gcs_mn_all,7.600164891290103,all,All
825,6,CA,El Dorado County,mth,7,2017,gcs_mn_all,7.367796388374988,all,All
827,6,CA,El Dorado County,mth,7,2018,gcs_mn_all,7.555069381784326,all,All
834,6,CA,El Dorado County,mth,8,2015,gcs_mn_all,8.758637493351175,all,All
836,6,CA,El Dorado County,mth,8,2016,gcs_mn_all,8.83783825960374,all,All
838,6,CA,El Dorado County,mth,8,2017,gcs_mn_all,8.675379738786864,all,All
840,6,CA,El Dorado County,mth,8,2018,gcs_mn_all,8.557347349153277,all,All
842,6,CA,Fresno County,mth,3,2009,gcs_mn_all,2.132270708714488,all,All
844,6,CA,Fresno County,mth,3,2010,gcs_mn_all,2.246807450747278,all,All
846,6,CA,Fresno County,mth,3,2011,gcs_mn_all,2.493922161969867,all,All
848,6,CA,Fresno County,mth,3,2012,gcs_mn_all,2.258531450215589,all,All
850,6,CA,Fresno County,mth,3,2013,gcs_mn_all,2.094648472489276,all,All
852,6,CA,Fresno County,mth,3,2015,gcs_mn_all,1.736727996605001,all,All
854,6,CA,Fresno County,mth,3,2016,gcs_mn_all,1.883840822971509,all,All
856,6,CA,Fresno County,mth,3,2017,gcs_mn_all,1.962352853768801,all,All
858,6,CA,Fresno County,mth,3,2018,gcs_mn_all,2.219679457343801,all,All
860,6,CA,Fresno County,mth,4,2009,gcs_mn_all,2.967773808540426,all,All
862,6,CA,Fresno County,mth,4,2010,gcs_mn_all,3.301305724973071,all,All
864,6,CA,Fresno County,mth,4,2011,gcs_mn_all,3.359143345490417,all,All
866,6,CA,Fresno County,mth,4,2012,gcs_mn_all,3.470227059483437,all,All
868,6,CA,Fresno County,mth,4,2013,gcs_mn_all,3.267834537052443,all,All
870,6,CA,Fresno County,mth,4,2015,gcs_mn_all,2.530857567451709,all,All
872,6,CA,Fresno County,mth,4,2016,gcs_mn_all,2.738940272395859,all,All
874,6,CA,Fresno County,mth,4,2017,gcs_mn_all,2.900345987313947,all,All
876,6,CA,Fresno County,mth,4,2018,gcs_mn_all,3.006258884139169,all,All
878,6,CA,Fresno County,mth,5,2009,gcs_mn_all,3.95186259691688,all,All
880,6,CA,Fresno County,mth,5,2010,gcs_mn_all,4.165253435282503,all,All
882,6,CA,Fresno County,mth,5,2011,gcs_mn_all,4.409447445420297,all,All
884,6,CA,Fresno County,mth,5,2012,gcs_mn_all,4.3458691136403,all,All
886,6,CA,Fresno County,mth,5,2013,gcs_mn_all,4.329817593302432,all,All
888,6,CA,Fresno County,mth,5,2015,gcs_mn_all,3.524338963765806,all,All
890,6,CA,Fresno County,mth,5,2016,gcs_mn_all,3.646893522678662,all,All
892,6,CA,Fresno County,mth,5,2017,gcs_mn_all,3.912234707149655,all,All
894,6,CA,Fresno County,mth,5,2018,gcs_mn_all,4.048288807942812,all,All
896,6,CA,Fresno County,mth,6,2009,gcs_mn_all,5.009694206437333,all,All
898,6,CA,Fresno County,mth,6,2010,gcs_mn_all,5.173357966370557,all,All
900,6,CA,Fresno County,mth,6,2011,gcs_mn_all,5.352161241709535,all,All
902,6,CA,Fresno County,mth,6,2012,gcs_mn_all,5.426905195565076,all,All
904,6,CA,Fresno County,mth,6,2013,gcs_mn_all,5.360348868787721,all,All
906,6,CA,Fresno County,mth,6,2015,gcs_mn_all,4.7407256706522,all,All
908,6,CA,Fresno County,mth,6,2016,gcs_mn_all,4.835853391473159,all,All
910,6,CA,Fresno County,mth,6,2017,gcs_mn_all,5.068014838550523,all,All
912,6,CA,Fresno County,mth,6,2018,gcs_mn_all,5.182441026070476,all,All
919,6,CA,Fresno County,mth,7,2015,gcs_mn_all,5.666061510161808,all,All
921,6,CA,Fresno County,mth,7,2016,gcs_mn_all,5.686407832707491,all,All
923,6,CA,Fresno County,mth,7,2017,gcs_mn_all,5.687316103053522,all,All
925,6,CA,Fresno County,mth,7,2018,gcs_mn_all,5.817692328972707,all,All
932,6,CA,Fresno County,mth,8,2015,gcs_mn_all,6.666024811212943,all,All
934,6,CA,Fresno County,mth,8,2016,gcs_mn_all,6.777876905487018,all,All
936,6,CA,Fresno County,mth,8,2017,gcs_mn_all,6.791169896408793,all,All
938,6,CA,Fresno County,mth,8,2018,gcs_mn_all,6.75451280629318,all,All
940,6,CA,Glenn County,mth,3,2009,gcs_mn_all,1.311212648620592,all,All
942,6,CA,Glenn County,mth,3,2010,gcs_mn_all,1.535462715985307,all,All
944,6,CA,Glenn County,mth,3,2011,gcs_mn_all,1.434517528230508,all,All
946,6,CA,Glenn County,mth,3,2012,gcs_mn_all,0.9874079219325264,all,All
948,6,CA,Glenn County,mth,3,2013,gcs_mn_all,1.269765856275936,all,All
950,6,CA,Glenn County,mth,3,2015,gcs_mn_all,1.19755179459144,all,All
952,6,CA,Glenn County,mth,3,2016,gcs_mn_all,1.023977716572115,all,All
954,6,CA,Glenn County,mth,3,2017,gcs_mn_all,0.9970475390884816,all,All
956,6,CA,Glenn County,mth,3,2018,gcs_mn_all,0.9848794137360696,all,All
958,6,CA,Glenn County,mth,4,2009,gcs_mn_all,1.862732076601108,all,All
960,6,CA,Glenn County,mth,4,2010,gcs_mn_all,2.371676806589702,all,All
962,6,CA,Glenn County,mth,4,2011,gcs_mn_all,2.320301812914857,all,All
964,6,CA,Glenn County,mth,4,2012,gcs_mn_all,1.989733138679473,all,All
966,6,CA,Glenn County,mth,4,2013,gcs_mn_all,2.338405231318234,all,All
968,6,CA,Glenn County,mth,4,2015,gcs_mn_all,2.064590446714917,all,All
970,6,CA,Glenn County,mth,4,2016,gcs_mn_all,2.262088074723155,all,All
972,6,CA,Glenn County,mth,4,2017,gcs_mn_all,1.856347901190264,all,All
974,6,CA,Glenn County,mth,4,2018,gcs_mn_all,2.045852018734386,all,All
976,6,CA,Glenn County,mth,5,2009,gcs_mn_all,2.970915178961807,all,All
978,6,CA,Glenn County,mth,5,2010,gcs_mn_all,3.393014276278828,all,All
980,6,CA,Glenn County,mth,5,2011,gcs_mn_all,3.237152514647494,all,All
982,6,CA,Glenn County,mth,5,2012,gcs_mn_all,3.071793275787484,all,All
984,6,CA,Glenn County,mth,5,2013,gcs_mn_all,3.160962356302997,all,All
986,6,CA,Glenn County,mth,5,2015,gcs_mn_all,3.256424791777873,all,All
988,6,CA,Glenn County,mth,5,2016,gcs_mn_all,3.266034829581273,all,All
990,6,CA,Glenn County,mth,5,2017,gcs_mn_all,3.045088075424778,all,All
992,6,CA,Glenn County,mth,5,2018,gcs_mn_all,2.923835719856943,all,All
994,6,CA,Glenn County,mth,6,2009,gcs_mn_all,4.471537737175987,all,All
996,6,CA,Glenn County,mth,6,2010,gcs_mn_all,3.719362531375261,all,All
998,6,CA,Glenn County,mth,6,2011,gcs_mn_all,4.314107957465629,all,All
1000,6,CA,Glenn County,mth,6,2012,gcs_mn_all,4.075142556943727,all,All
1002,6,CA,Glenn County,mth,6,2013,gcs_mn_all,4.374313044777619,all,All
1004,6,CA,Glenn County,mth,6,2015,gcs_mn_all,4.121593682756477,all,All
1006,6,CA,Glenn County,mth,6,2016,gcs_mn_all,4.500315074932354,all,All
1007,6,CA,Glenn County,mth,6,2017,gcs_mn_all,3.830704400488989,all,All
1009,6,CA,Glenn County,mth,6,2018,gcs_mn_all,4.024315453039797,all,All
1016,6,CA,Glenn County,mth,7,2015,gcs_mn_all,4.850502910842088,all,All
1018,6,CA,Glenn County,mth,7,2016,gcs_mn_all,5.331970818073744,all,All
1020,6,CA,Glenn County,mth,7,2018,gcs_mn_all,5.344166910182154,all,All
1027,6,CA,Glenn County,mth,8,2015,gcs_mn_all,5.778165089102441,all,All
1029,6,CA,Glenn County,mth,8,2016,gcs_mn_all,5.745526697716153,all,All
1030,6,CA,Glenn County,mth,8,2017,gcs_mn_all,6.44072339322819,all,All
1032,6,CA,Glenn County,mth,8,2018,gcs_mn_all,6.318428106624015,all,All
1033,6,CA,Humboldt County,mth,3,2009,gcs_mn_all,1.648061209228035,all,All
1035,6,CA,Humboldt County,mth,3,2010,gcs_mn_all,1.785164319199198,all,All
1037,6,CA,Humboldt County,mth,3,2011,gcs_mn_all,2.038542344444696,all,All
1039,6,CA,Humboldt County,mth,3,2012,gcs_mn_all,1.939697436396292,all,All
1041,6,CA,Humboldt County,mth,3,2013,gcs_mn_all,1.709000074347722,all,All
1043,6,CA,Humboldt County,mth,3,2015,gcs_mn_all,1.673507501259044,all,All
1045,6,CA,Humboldt County,mth,3,2016,gcs_mn_all,1.912207407717853,all,All
1047,6,CA,Humboldt County,mth,3,2017,gcs_mn_all,1.712628425486947,all,All
1049,6,CA,Humboldt County,mth,3,2018,gcs_mn_all,1.786632256648113,all,All
1051,6,CA,Humboldt County,mth,4,2009,gcs_mn_all,2.627723735986961,all,All
1053,6,CA,Humboldt County,mth,4,2010,gcs_mn_all,2.767763243111304,all,All
1055,6,CA,Humboldt County,mth,4,2011,gcs_mn_all,2.839629590104065,all,All
1057,6,CA,Humboldt County,mth,4,2012,gcs_mn_all,2.752155002336445,all,All
1059,6,CA,Humboldt County,mth,4,2013,gcs_mn_all,2.62328110787894,all,All
1061,6,CA,Humboldt County,mth,4,2015,gcs_mn_all,2.819953849455975,all,All
1063,6,CA,Humboldt County,mth,4,2016,gcs_mn_all,2.81929304698712,all,All
1065,6,CA,Humboldt County,mth,4,2017,gcs_mn_all,2.94125560932489,all,All
1067,6,CA,Humboldt County,mth,4,2018,gcs_mn_all,2.819348671325669,all,All
1069,6,CA,Humboldt County,mth,5,2009,gcs_mn_all,3.406820942917893,all,All
1071,6,CA,Humboldt County,mth,5,2010,gcs_mn_all,3.252940442402909,all,All
1073,6,CA,Humboldt County,mth,5,2011,gcs_mn_all,3.336675397230091,all,All
1075,6,CA,Humboldt County,mth,5,2012,gcs_mn_all,3.37958553555208,all,All
1077,6,CA,Humboldt County,mth,5,2013,gcs_mn_all,3.532791947645955,all,All
1079,6,CA,Humboldt County,mth,5,2015,gcs_mn_all,3.741276523701904,all,All
1081,6,CA,Humboldt County,mth,5,2016,gcs_mn_all,3.782193712535046,all,All
1083,6,CA,Humboldt County,mth,5,2017,gcs_mn_all,3.916644863446376,all,All
1085,6,CA,Humboldt County,mth,5,2018,gcs_mn_all,4.022375292024243,all,All
1087,6,CA,Humboldt County,mth,6,2009,gcs_mn_all,5.09970418399927,all,All
1089,6,CA,Humboldt County,mth,6,2010,gcs_mn_all,5.110818912063144,all,All
1091,6,CA,Humboldt County,mth,6,2011,gcs_mn_all,5.267149112859201,all,All
1093,6,CA,Humboldt County,mth,6,2012,gcs_mn_all,5.123533685999464,all,All
1095,6,CA,Humboldt County,mth,6,2013,gcs_mn_all,4.90153210755188,all,All
1097,6,CA,Humboldt County,mth,6,2015,gcs_mn_all,5.224356339855438,all,All
1099,6,CA,Humboldt County,mth,6,2016,gcs_mn_all,4.928330525247904,all,All
1101,6,CA,Humboldt County,mth,6,2017,gcs_mn_all,4.854881657560322,all,All
1103,6,CA,Humboldt County,mth,6,2018,gcs_mn_all,4.799364945628774,all,All
1110,6,CA,Humboldt County,mth,7,2015,gcs_mn_all,6.174011462762445,all,All
1112,6,CA,Humboldt County,mth,7,2016,gcs_mn_all,6.503435492391634,all,All
1114,6,CA,Humboldt County,mth,7,2017,gcs_mn_all,6.1512862008609,all,All
1116,6,CA,Humboldt County,mth,7,2018,gcs_mn_all,5.875168161274156,all,All
1123,6,CA,Humboldt County,mth,8,2015,gcs_mn_all,7.237020031610772,all,All
1125,6,CA,Humboldt County,mth,8,2016,gcs_mn_all,7.23668613027886,all,All
1127,6,CA,Humboldt County,mth,8,2017,gcs_mn_all,7.586441398543422,all,All
1129,6,CA,Humboldt County,mth,8,2018,gcs_mn_all,6.945914760747766,all,All
1131,6,CA,Imperial County,mth,3,2009,gcs_mn_all,1.621038593124705,all,All
1133,6,CA,Imperial County,mth,3,2010,gcs_mn_all,1.691216909929192,all,All
1135,6,CA,Imperial County,mth,3,2011,gcs_mn_all,1.798983686054952,all,All
1137,6,CA,Imperial County,mth,3,2012,gcs_mn_all,1.657861428902701,all,All
1139,6,CA,Imperial County,mth,3,2013,gcs_mn_all,1.571840224601567,all,All
1141,6,CA,Imperial County,mth,3,2015,gcs_mn_all,1.427434379858366,all,All
1143,6,CA,Imperial County,mth,3,2016,gcs_mn_all,1.445655352701482,all,All
1145,6,CA,Imperial County,mth,3,2017,gcs_mn_all,1.773266688906398,all,All
1147,6,CA,Imperial County,mth,3,2018,gcs_mn_all,1.600440466495264,all,All
1149,6,CA,Imperial County,mth,4,2009,gcs_mn_all,2.545311849090252,all,All
1151,6,CA,Imperial County,mth,4,2010,gcs_mn_all,2.705460269459909,all,All
1153,6,CA,Imperial County,mth,4,2011,gcs_mn_all,2.577463016807,all,All
1155,6,CA,Imperial County,mth,4,2012,gcs_mn_all,2.570999739094939,all,All
1157,6,CA,Imperial County,mth,4,2013,gcs_mn_all,2.460409930555233,all,All
1159,6,CA,Imperial County,mth,4,2015,gcs_mn_all,2.293022414630097,all,All
1161,6,CA,Imperial County,mth,4,2016,gcs_mn_all,2.420482224482716,all,All
1163,6,CA,Imperial County,mth,4,2017,gcs_mn_all,2.749052766059124,all,All
1165,6,CA,Imperial County,mth,4,2018,gcs_mn_all,2.749769158398496,all,All
1167,6,CA,Imperial County,mth,5,2009,gcs_mn_all,3.219597596029088,all,All
1169,6,CA,Imperial County,mth,5,2010,gcs_mn_all,3.414927274536253,all,All
1171,6,CA,Imperial County,mth,5,2011,gcs_mn_all,3.427204936762006,all,All
1173,6,CA,Imperial County,mth,5,2012,gcs_mn_all,3.397864816303527,all,All
1175,6,CA,Imperial County,mth,5,2013,gcs_mn_all,3.379451793824999,all,All
1177,6,CA,Imperial County,mth,5,2015,gcs_mn_all,3.035871616849863,all,All
1179,6,CA,Imperial County,mth,5,2016,gcs_mn_all,3.21174906777397,all,All
1181,6,CA,Imperial County,mth,5,2017,gcs_mn_all,3.511569123416868,all,All
1183,6,CA,Imperial County,mth,5,2018,gcs_mn_all,3.500636641625954,all,All
1185,6,CA,Imperial County,mth,6,2009,gcs_mn_all,4.281300469144738,all,All
1187,6,CA,Imperial County,mth,6,2010,gcs_mn_all,4.665831192554322,all,All
1189,6,CA,Imperial County,mth,6,2011,gcs_mn_all,4.46117203803959,all,All
1191,6,CA,Imperial County,mth,6,2012,gcs_mn_all,4.496526197293212,all,All
1193,6,CA,Imperial County,mth,6,2013,gcs_mn_all,4.72901863953873,all,All
1195,6,CA,Imperial County,mth,6,2015,gcs_mn_all,4.29759058091298,all,All
1197,6,CA,Imperial County,mth,6,2016,gcs_mn_all,4.542317316483714,all,All
1199,6,CA,Imperial County,mth,6,2017,gcs_mn_all,4.684048106557942,all,All
1201,6,CA,Imperial County,mth,6,2018,gcs_mn_all,4.730281770272962,all,All
1208,6,CA,Imperial County,mth,7,2015,gcs_mn_all,5.408934403200527,all,All
1210,6,CA,Imperial County,mth,7,2016,gcs_mn_all,5.265667450699834,all,All
1212,6,CA,Imperial County,mth,7,2017,gcs_mn_all,5.638939477919797,all,All
1213,6,CA,Imperial County,mth,7,2018,gcs_mn_all,5.740744184376892,all,All
1220,6,CA,Imperial County,mth,8,2015,gcs_mn_all,6.70338958440786,all,All
1222,6,CA,Imperial County,mth,8,2016,gcs_mn_all,7.024265931126614,all,All
1224,6,CA,Imperial County,mth,8,2017,gcs_mn_all,6.944763799210265,all,All
1226,6,CA,Imperial County,mth,8,2018,gcs_mn_all,7.008658336971453,all,All
1228,6,CA,Inyo County,mth,3,2009,gcs_mn_all,1.572525599690672,all,All
1230,6,CA,Inyo County,mth,3,2010,gcs_mn_all,1.608566552860531,all,All
1232,6,CA,Inyo County,mth,3,2011,gcs_mn_all,1.91738653177917,all,All
1234,6,CA,Inyo County,mth,3,2012,gcs_mn_all,1.518264269643449,all,All
1236,6,CA,Inyo County,mth,3,2013,gcs_mn_all,1.779287161942231,all,All
1238,6,CA,Inyo County,mth,3,2015,gcs_mn_all,1.851531957268201,all,All
1240,6,CA,Inyo County,mth,3,2017,gcs_mn_all,2.155921871949944,all,All
1242,6,CA,Inyo County,mth,3,2018,gcs_mn_all,2.057667987827667,all,All
1243,6,CA,Inyo County,mth,4,2009,gcs_mn_all,2.580361285602515,all,All
1245,6,CA,Inyo County,mth,4,2010,gcs_mn_all,2.316257526640326,all,All
1247,6,CA,Inyo County,mth,4,2011,gcs_mn_all,3.047435979753973,all,All
1249,6,CA,Inyo County,mth,4,2012,gcs_mn_all,2.491037223506755,all,All
1251,6,CA,Inyo County,mth,4,2013,gcs_mn_all,2.473022827330435,all,All
1253,6,CA,Inyo County,mth,4,2015,gcs_mn_all,2.507600054833213,all,All
1255,6,CA,Inyo County,mth,4,2016,gcs_mn_all,2.738273367843362,all,All
1257,6,CA,Inyo County,mth,4,2018,gcs_mn_all,3.260514813860012,all,All
1259,6,CA,Inyo County,mth,5,2009,gcs_mn_all,3.835550291885812,all,All
1261,6,CA,Inyo County,mth,5,2010,gcs_mn_all,3.47516457728767,all,All
1263,6,CA,Inyo County,mth,5,2011,gcs_mn_all,3.718585347062319,all,All
1265,6,CA,Inyo County,mth,5,2012,gcs_mn_all,3.798595771274171,all,All
1267,6,CA,Inyo County,mth,5,2013,gcs_mn_all,3.523515337995343,all,All
1269,6,CA,Inyo County,mth,5,2015,gcs_mn_all,4.112422872343145,all,All
1271,6,CA,Inyo County,mth,5,2016,gcs_mn_all,3.965742320806934,all,All
1273,6,CA,Inyo County,mth,5,2017,gcs_mn_all,4.027903322081865,all,All
1275,6,CA,Inyo County,mth,5,2018,gcs_mn_all,4.261672660326053,all,All
1277,6,CA,Inyo County,mth,6,2009,gcs_mn_all,4.707797414532634,all,All
1279,6,CA,Inyo County,mth,6,2010,gcs_mn_all,4.633487813013035,all,All
1281,6,CA,Inyo County,mth,6,2011,gcs_mn_all,5.244472920676303,all,All
1283,6,CA,Inyo County,mth,6,2012,gcs_mn_all,4.723407102295869,all,All
1285,6,CA,Inyo County,mth,6,2013,gcs_mn_all,5.057445126076079,all,All
1287,6,CA,Inyo County,mth,6,2015,gcs_mn_all,4.74451493053473,all,All
1289,6,CA,Inyo County,mth,6,2017,gcs_mn_all,4.513198675117891,all,All
1291,6,CA,Inyo County,mth,6,2018,gcs_mn_all,4.84910010822412,all,All
1299,6,CA,Inyo County,mth,7,2017,gcs_mn_all,6.221166351171007,all,All
1301,6,CA,Inyo County,mth,7,2018,gcs_mn_all,6.066206436805063,all,All
1308,6,CA,Inyo County,mth,8,2015,gcs_mn_all,6.619612283695612,all,All
1310,6,CA,Inyo County,mth,8,2018,gcs_mn_all,7.278153621740672,all,All
1312,6,CA,Kern County,mth,3,2009,gcs_mn_all,1.521571361298872,all,All
1314,6,CA,Kern County,mth,3,2010,gcs_mn_all,1.693437987546889,all,All
1316,6,CA,Kern County,mth,3,2011,gcs_mn_all,1.826532596084202,all,All
1318,6,CA,Kern County,mth,3,2012,gcs_mn_all,1.723486390751869,all,All
1320,6,CA,Kern County,mth,3,2013,gcs_mn_all,1.595053836284903,all,All
1322,6,CA,Kern County,mth,3,2015,gcs_mn_all,1.286304432618314,all,All
1324,6,CA,Kern County,mth,3,2016,gcs_mn_all,1.38224984434415,all,All
1326,6,CA,Kern County,mth,3,2017,gcs_mn_all,1.505455044703088,all,All
1328,6,CA,Kern County,mth,3,2018,gcs_mn_all,1.503585071791259,all,All
1330,6,CA,Kern County,mth,4,2009,gcs_mn_all,2.356468094893486,all,All
1332,6,CA,Kern County,mth,4,2010,gcs_mn_all,2.52136152334272,all,All
1334,6,CA,Kern County,mth,4,2011,gcs_mn_all,2.669502972165564,all,All
1336,6,CA,Kern County,mth,4,2012,gcs_mn_all,2.661884304433319,all,All
1338,6,CA,Kern County,mth,4,2013,gcs_mn_all,2.668207681794829,all,All
1340,6,CA,Kern County,mth,4,2015,gcs_mn_all,2.328347515852491,all,All
1342,6,CA,Kern County,mth,4,2016,gcs_mn_all,2.323418305259207,all,All
1344,6,CA,Kern County,mth,4,2017,gcs_mn_all,2.400179897978383,all,All
1346,6,CA,Kern County,mth,4,2018,gcs_mn_all,2.455096981450883,all,All
1348,6,CA,Kern County,mth,5,2009,gcs_mn_all,3.227101398856038,all,All
1350,6,CA,Kern County,mth,5,2010,gcs_mn_all,3.386843950689223,all,All
1352,6,CA,Kern County,mth,5,2011,gcs_mn_all,3.492194725824692,all,All
1354,6,CA,Kern County,mth,5,2012,gcs_mn_all,3.600230487277387,all,All
1356,6,CA,Kern County,mth,5,2013,gcs_mn_all,3.604088874514542,all,All
1358,6,CA,Kern County,mth,5,2015,gcs_mn_all,3.015283510766893,all,All
1360,6,CA,Kern County,mth,5,2016,gcs_mn_all,3.30848816678406,all,All
1362,6,CA,Kern County,mth,5,2017,gcs_mn_all,3.335351023632111,all,All
1364,6,CA,Kern County,mth,5,2018,gcs_mn_all,3.350647331072239,all,All
1366,6,CA,Kern County,mth,6,2009,gcs_mn_all,4.149432669042483,all,All
1368,6,CA,Kern County,mth,6,2010,gcs_mn_all,4.325215111794593,all,All
1370,6,CA,Kern County,mth,6,2011,gcs_mn_all,4.50278866789411,all,All
1372,6,CA,Kern County,mth,6,2012,gcs_mn_all,4.450344220751513,all,All
1374,6,CA,Kern County,mth,6,2013,gcs_mn_all,4.518862066264157,all,All
1376,6,CA,Kern County,mth,6,2015,gcs_mn_all,4.2419144821974,all,All
1378,6,CA,Kern County,mth,6,2016,gcs_mn_all,4.277756398246092,all,All
1380,6,CA,Kern County,mth,6,2017,gcs_mn_all,4.582931072871248,all,All
1382,6,CA,Kern County,mth,6,2018,gcs_mn_all,4.493253563292971,all,All
1389,6,CA,Kern County,mth,7,2015,gcs_mn_all,5.139953197624273,all,All
1391,6,CA,Kern County,mth,7,2016,gcs_mn_all,5.21396493569436,all,All
1393,6,CA,Kern County,mth,7,2017,gcs_mn_all,5.300492926967509,all,All
1395,6,CA,Kern County,mth,7,2018,gcs_mn_all,5.323690969342511,all,All
1402,6,CA,Kern County,mth,8,2015,gcs_mn_all,6.435807178273813,all,All
1404,6,CA,Kern County,mth,8,2016,gcs_mn_all,6.485611030581127,all,All
1406,6,CA,Kern County,mth,8,2017,gcs_mn_all,6.441097228246474,all,All
1408,6,CA,Kern County,mth,8,2018,gcs_mn_all,6.329519204522502,all,All
